Region,Sex,Age,Date,CumEpi,CumExc,CumPos,Exposure
Midwest,f,0,2020-03-15,14.591019667416301,78.75421262848181,92.74349204660446,1482991.900775119
Midwest,f,0,2020-04-15,38.40729477832153,157.2776891502334,194.09773618078438,2965626.117228143
Midwest,f,0,2020-05-15,134.1502182385226,285.52418693627493,346.8003221793253,4447896.845593853
Midwest,f,0,2020-06-15,206.24438926043052,470.88533702456573,536.5722589892763,5929799.61354984
Midwest,f,0,2020-07-15,352.41633544625046,644.1264069295253,722.0581719386469,7411331.280216507
Midwest,f,0,2020-08-15,500.75513806281134,825.1199464162818,911.8872374360453,8892489.992257895
Midwest,f,0,2020-09-15,513.324942343472,925.5134934612588,1018.115937352574,10373275.008284995
Midwest,f,0,2020-10-15,618.5241628722431,1084.5299668731718,1185.3210886176291,11853686.654956577
Midwest,f,0,2020-11-15,692.1127084628721,1230.973604725005,1338.2937946178429,13333726.326979192
Midwest,f,0,2020-12-15,766.6168521437413,1368.359656382953,1482.8639164656122,14813396.487107165
Midwest,f,0,2021-01-15,866.0988625147812,1527.056238674699,1641.5604987573583,16292700.6661426
Midwest,f,0,2021-02-15,866.0988625147812,1517.3940097723614,1662.373496026288,17771643.46293538
Midwest,f,0,2021-03-15,911.9359097144483,1643.7663644745508,1815.9900429831255,19250230.544383172
Midwest,f,0,2021-04-15,967.5848966111805,1740.7603771710806,1932.3512395099085,20728468.645431407
Midwest,f,40,2020-03-15,99.59452410619258,324.5425089861155,324.5425089861155,912045.032017306
Midwest,f,40,2020-04-15,704.5309536012248,1040.4537904350307,1044.3366756214964,1823831.2385226334
Midwest,f,40,2020-05-15,1400.5175728190504,1780.3512873936224,1785.614198202008,2735364.1019919324
Midwest,f,40,2020-06-15,1688.7407989222438,2199.6631623717662,2205.27540240361,3646649.3653615466
Midwest,f,40,2020-07-15,2142.9424375389135,2805.0088105345612,2810.621050566405,4557693.032028215
